X,YEAR,MONTH,DAY,PRIMARY_SAMPLE_UNIT,STATION_NR,LAT_DEGREES,LON_DEGREES,DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,ZONE_NR,SUBREGION_NR,MPA_NR,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION,DEPTH_CLASS,RUGOSITY_CLASS,NUM2
58347,1999,7,8,311U,2,24.67133,-83.07573,20.7,9,2622401,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58348,1999,7,8,312U,1,24.66702,-83.04783,18.6,9,2674899,CONT_LR,7,3,24,123,LAC MAXI,25,0.5,1,1,CONT_LR,DRY TORT,NA,NA,1
58349,1999,7,8,312U,1,24.66702,-83.04783,19.5,9,2674899,CONT_LR,7,3,24,123,LAC MAXI,30,0.5,1,1,CONT_LR,DRY TORT,NA,NA,1
58350,1999,7,8,312U,2,24.66747,-83.04762,19.2,9,2674899,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58351,1999,7,8,313U,1,24.66847,-83.01422,19.8,9,2738649,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58352,1999,7,8,313U,1,24.66847,-83.01422,18.3,9,2738649,CONT_LR,7,3,24,123,LAC MAXI,22,0.5,1,1,CONT_LR,DRY TORT,NA,NA,1
58353,1999,7,8,313U,2,24.66853,-83.01495,19.2,9,2738649,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58354,1999,7,7,314U,1,24.67687,-83.08092,21.3,9,2614904,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58355,1999,7,7,314U,1,24.67687,-83.08092,20.1,9,2614904,CONT_HR,7,3,24,123,LAC MAXI,40,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58356,1999,7,7,314U,2,24.67688,-83.08172,20.7,9,2611154,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58357,1999,7,7,314U,2,24.67688,-83.08172,20.7,9,2611154,CONT_HR,7,3,24,123,LAC MAXI,26,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58358,1999,6,26,315U,1,24.67995,-83.06072,16.8,9,2652406,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58359,1999,6,26,315U,1,24.67995,-83.06072,18.6,9,2652406,ISOL_HR,7,3,24,123,LAC MAXI,40,0.5,1,1,ISOL_HR,DRY TORT,NA,NA,1
58360,1999,6,26,315U,2,24.67995,-83.06072,14.9,9,2652406,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58361,1999,6,26,316U,1,24.67977,-83.06052,18,9,2652406,ISOL_HR,7,3,24,123,LAC MAXI,35,0.5,1,1,ISOL_HR,DRY TORT,NA,NA,1
58362,1999,6,26,316U,1,24.67977,-83.06052,18.3,9,2652406,ISOL_HR,7,3,24,123,LAC MAXI,40,1,1,1,ISOL_HR,DRY TORT,NA,NA,1
58363,1999,6,25,316U,2,24.67977,-83.06052,18.3,9,2652406,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58364,1999,6,24,317U,1,24.67983,-83.05753,18,9,2659906,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58365,1999,6,24,317U,2,24.67983,-83.05753,21.3,9,2659906,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58366,1999,6,26,318U,1,24.67848,-83.06085,20.4,9,2652405,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58367,1999,6,26,318U,2,24.67848,-83.06085,20.1,9,2652405,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58368,1999,6,24,319U,1,24.67903,-83.058,16.8,9,2656155,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58369,1999,6,24,319U,2,24.6784,-83.05805,18.3,9,2656155,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58370,1999,7,6,320U,1,24.67933,-83.05423,21,9,2663655,ISOL_LR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_LR,DRY TORT,NA,NA,0
58371,1999,6,24,321U,1,24.67823,-83.05572,18.6,9,2659905,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58372,1999,6,24,321U,2,24.67755,-83.0557,17.7,9,2659905,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58373,1999,6,24,321U,2,24.67755,-83.0557,18.9,9,2659905,CONT_LR,7,3,24,123,LAC MAXI,32,0.5,1,1,CONT_LR,DRY TORT,NA,NA,1
58374,1999,6,25,322U,1,24.67647,-83.04573,17.7,9,2678654,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58375,1999,6,25,322U,1,24.67647,-83.04573,16.8,9,2678654,CONT_LR,7,3,24,123,LAC MAXI,26,0.5,1,1,CONT_LR,DRY TORT,NA,NA,1
58376,1999,6,24,323U,1,24.68185,-83.03685,20.4,9,2697407,ISOL_MR,7,3,24,123,LAC MAXI,19,1,1,1,ISOL_MR,DRY TORT,NA,NA,1
58377,1999,6,24,323U,2,24.68185,-83.03685,15.2,9,2697407,ISOL_MR,7,3,24,123,LAC MAXI,-9,0.5,2,1,ISOL_MR,DRY TORT,NA,NA,1
58378,1999,6,24,323U,2,24.68185,-83.03685,21.3,9,2697407,ISOL_MR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_MR,DRY TORT,NA,NA,0
58379,1999,7,7,324U,1,24.68045,-83.01838,15.9,9,2731156,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58380,1999,7,7,324U,2,24.68018,-83.01825,14,9,2731156,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58381,1999,7,8,325U,1,24.68158,-82.99842,21,9,2768656,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58382,1999,7,8,325U,2,24.68147,-82.99892,21,9,2768656,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58383,1999,6,24,326U,1,24.6873,-83.07218,26.2,9,2629910,CONT_HR,7,3,24,123,LAC MAXI,-9,0.5,2,1,CONT_HR,DRY TORT,NA,NA,1
58384,1999,6,24,326U,1,24.6873,-83.07218,23.8,9,2629910,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58385,1999,6,24,326U,2,24.68725,-83.07257,26.8,9,2629910,CONT_HR,7,3,24,123,LAC MAXI,26,1,1,1,CONT_HR,DRY TORT,NA,NA,1
58386,1999,6,24,327U,1,24.69193,-83.06682,27.4,9,2641163,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58387,1999,6,24,327U,1,24.69193,-83.06682,27.4,9,2641163,CONT_HR,7,3,24,123,LAC MAXI,43,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58388,1999,6,24,327U,2,24.69193,-83.06682,29.6,9,2641163,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58389,1999,5,26,328U,1,24.69048,-83.0646,23.2,9,2644912,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58390,1999,5,26,328U,2,24.69048,-83.0646,23.2,9,2644912,CONT_HR,7,3,24,123,LAC MAXI,35,0.625,1,1,CONT_HR,DRY TORT,NA,NA,1
58391,1999,5,26,328U,2,24.69048,-83.0646,23.2,9,2644912,CONT_HR,7,3,24,123,LAC MAXI,38,1.25,1,1,CONT_HR,DRY TORT,NA,NA,2
58392,1999,5,26,328U,2,24.69048,-83.0646,23.2,9,2644912,CONT_HR,7,3,24,123,LAC MAXI,40,0.625,1,1,CONT_HR,DRY TORT,NA,NA,1
58393,1999,7,6,329U,1,24.69053,-83.05452,22,9,2663662,CONT_LR,7,3,24,123,LAC MAXI,-9,0.5,2,1,CONT_LR,DRY TORT,NA,NA,1
58394,1999,7,6,329U,1,24.69053,-83.05452,21.6,9,2663662,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58395,1999,7,6,330U,1,24.6875,-83.04575,20.4,9,2682410,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58396,1999,7,6,330U,1,24.6875,-83.04575,18.3,9,2682410,CONT_HR,7,3,24,123,LAC MAXI,35,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58397,1999,7,6,330U,2,24.68773,-83.04608,22.9,9,2678660,CONT_HR,7,3,24,123,LAC MAXI,35,0.667,1,1,CONT_HR,DRY TORT,NA,NA,1
58398,1999,7,6,330U,2,24.68773,-83.04608,22.9,9,2678660,CONT_HR,7,3,24,123,LAC MAXI,40,0.667,1,1,CONT_HR,DRY TORT,NA,NA,1
58399,1999,7,6,330U,2,24.68773,-83.04608,22.9,9,2678660,CONT_HR,7,3,24,123,LAC MAXI,45,0.667,1,1,CONT_HR,DRY TORT,NA,NA,1
58400,1999,6,24,331U,1,24.68707,-83.03242,22.3,9,2704910,ISOL_HR,7,3,24,123,LAC MAXI,22,0.5,1,1,ISOL_HR,DRY TORT,NA,NA,1
58401,1999,6,24,331U,1,24.68707,-83.03242,22.3,9,2704910,ISOL_HR,7,3,24,123,LAC MAXI,25,0.5,1,1,ISOL_HR,DRY TORT,NA,NA,1
58402,1999,6,24,331U,1,24.68707,-83.03242,23.8,9,2704910,ISOL_HR,7,3,24,123,LAC MAXI,28,0.5,1,1,ISOL_HR,DRY TORT,NA,NA,1
58403,1999,6,24,331U,1,24.68707,-83.03242,22.3,9,2704910,ISOL_HR,7,3,24,123,LAC MAXI,30,0.5,1,1,ISOL_HR,DRY TORT,NA,NA,1
58404,1999,6,24,331U,1,24.68707,-83.03242,23.8,9,2704910,ISOL_HR,7,3,24,123,LAC MAXI,36,0.5,1,1,ISOL_HR,DRY TORT,NA,NA,1
58405,1999,6,24,331U,2,24.68707,-83.03242,22.9,9,2704910,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58406,1999,6,24,332U,1,24.68482,-83.03003,20.7,9,2712408,CONT_HR,7,3,24,123,LAC MAXI,44,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58407,1999,6,24,332U,1,24.68482,-83.03003,23.5,9,2712408,CONT_HR,7,3,24,123,LAC MAXI,45,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58408,1999,6,24,332U,2,24.68482,-83.03003,22.3,9,2712408,CONT_HR,7,3,24,123,LAC MAXI,30,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58409,1999,6,24,332U,2,24.68482,-83.03003,22.3,9,2712408,CONT_HR,7,3,24,123,LAC MAXI,35,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58410,1999,6,24,332U,2,24.68482,-83.03003,22.3,9,2712408,CONT_HR,7,3,24,123,LAC MAXI,40,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58411,1999,6,24,332U,2,24.68482,-83.03003,23.2,9,2712408,CONT_HR,7,3,24,123,LAC MAXI,48,1,1,1,CONT_HR,DRY TORT,NA,NA,1
58412,1999,6,24,333U,1,24.69343,-83.01832,23.2,9,2734913,ISOL_HR,7,3,24,123,LAC MAXI,-9,0.5,2,1,ISOL_HR,DRY TORT,NA,NA,1
58413,1999,6,24,333U,1,24.69343,-83.01832,21.6,9,2734913,ISOL_HR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_HR,DRY TORT,NA,NA,0
58414,1999,6,24,333U,2,24.69288,-83.01858,23.2,9,2731163,ISOL_HR,7,3,24,123,LAC MAXI,34,1,1,1,ISOL_HR,DRY TORT,NA,NA,1
58415,1999,7,7,334U,1,24.68812,-82.9991,23.8,9,2768660,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58416,1999,7,7,334U,2,24.68783,-82.99892,22.3,9,2768660,CONT_LR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_LR,DRY TORT,NA,NA,0
58417,1999,6,24,335U,1,24.69402,-83.0621,24.4,9,2648664,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58418,1999,6,24,335U,2,24.69402,-83.0621,25.9,9,2648664,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58419,1999,5,25,336U,1,24.69767,-83.05533,22.3,9,2663666,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58420,1999,5,25,336U,2,24.69767,-83.05533,22,9,2663666,CONT_HR,7,3,24,123,LAC MAXI,-9,0.5,2,1,CONT_HR,DRY TORT,NA,NA,1
58421,1999,5,25,336U,2,24.69767,-83.05533,21.3,9,2663666,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58422,1999,6,24,337U,1,24.69767,-83.03628,21.3,9,2697416,ISOL_MR,7,3,24,123,LAC MAXI,33,1,1,1,ISOL_MR,DRY TORT,NA,NA,1
58423,1999,6,24,337U,2,24.69767,-83.03643,21,9,2697416,ISOL_MR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_MR,DRY TORT,NA,NA,0
58424,1999,6,24,337U,2,24.69767,-83.03643,21.6,9,2697416,ISOL_MR,7,3,24,123,LAC MAXI,28,0.5,1,1,ISOL_MR,DRY TORT,NA,NA,1
58425,1999,6,24,338U,1,24.69708,-83.0313,23.5,9,2708665,ISOL_MR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_MR,DRY TORT,NA,NA,0
58426,1999,6,24,338U,2,24.69708,-83.0313,24.4,9,2708665,ISOL_MR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_MR,DRY TORT,NA,NA,0
58427,1999,6,22,339U,1,24.69865,-83.00175,23.5,9,2764916,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58428,1999,6,22,339U,2,24.69912,-83.00208,19.8,9,2764916,CONT_HR,7,3,24,123,LAC MAXI,-9,0.5,2,1,CONT_HR,DRY TORT,NA,NA,1
58429,1999,6,22,339U,2,24.69912,-83.00208,23.2,9,2764916,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58430,1999,7,7,340U,1,24.69648,-82.9978,20.7,9,2772415,ISOL_MR,7,3,24,123,LAC MAXI,30,0.75,1,1,ISOL_MR,DRY TORT,NA,NA,1
58431,1999,7,7,340U,1,24.69648,-82.9978,20.7,9,2772415,ISOL_MR,7,3,24,123,LAC MAXI,40,0.75,1,1,ISOL_MR,DRY TORT,NA,NA,1
58432,1999,7,7,340U,2,24.69598,-82.99808,20.4,9,2772414,ISOL_MR,7,3,24,123,LAC MAXI,-9,1,2,1,ISOL_MR,DRY TORT,NA,NA,1
58433,1999,5,25,341U,1,24.70833,-83.0505,23.8,9,2671172,CONT_HR,5,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58434,1999,5,25,341U,2,24.70833,-83.0505,25,9,2671172,CONT_HR,5,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58435,1999,5,26,342U,1,24.70738,-83.04793,24.1,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58436,1999,5,26,342U,2,24.70738,-83.04793,24.4,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,27,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58437,1999,5,26,342U,2,24.70738,-83.04793,24.4,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,30,1,1,1,CONT_HR,DRY TORT,NA,NA,1
58438,1999,5,26,342U,2,24.70738,-83.04793,24.4,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,33,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58439,1999,5,26,342U,2,24.70738,-83.04793,24.4,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,35,0.125,1,1,CONT_HR,DRY TORT,NA,NA,1
58440,1999,5,26,342U,2,24.70738,-83.04793,24.4,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,40,1.25,1,1,CONT_HR,DRY TORT,NA,NA,2
58441,1999,5,26,342U,2,24.70738,-83.04793,24.4,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,45,0.125,1,1,CONT_HR,DRY TORT,NA,NA,1
58442,1999,5,26,342U,2,24.70738,-83.04793,24.4,9,2678671,CONT_HR,7,3,24,123,LAC MAXI,50,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58443,1999,7,6,343U,1,24.71038,-83.04502,25.6,9,2682423,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58444,1999,7,6,343U,2,24.71027,-83.0446,27.4,9,2682423,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58445,1999,5,25,344U,1,24.70667,-83.04567,21.3,9,2682421,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58446,1999,5,25,344U,2,24.70667,-83.04567,22,9,2682421,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58447,1999,7,6,345U,1,24.70307,-83.04048,23.2,9,2689919,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58448,1999,7,6,345U,2,24.70293,-83.0402,25.3,9,2693668,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58449,1999,7,6,346U,1,24.71058,-83.03808,25.9,9,2697423,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58450,1999,7,6,347U,1,24.71088,-83.03048,27.4,9,2708673,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58451,1999,7,6,347U,2,24.71067,-83.0302,29.3,9,2712423,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58452,1999,7,6,348U,1,24.70628,-83.0238,30.2,9,2723670,CONT_HR,7,3,24,123,LAC MAXI,0,0,1,1,CONT_HR,DRY TORT,NA,NA,0
58453,1999,7,6,348U,1,24.70628,-83.0238,29.9,9,2723670,CONT_HR,7,3,24,123,LAC MAXI,22,0.5,1,1,CONT_HR,DRY TORT,NA,NA,1
58454,1999,5,27,349U,1,24.70703,-82.99786,17.4,9,2772420,ISOL_MR,7,3,24,123,LAC MAXI,35,0.5,1,1,ISOL_MR,DRY TORT,NA,NA,1
58455,1999,5,27,349U,1,24.70703,-82.99786,17.7,9,2772420,ISOL_MR,7,3,24,123,LAC MAXI,50,0.5,1,1,ISOL_MR,DRY TORT,NA,NA,1
58456,1999,5,27,349U,2,24.70703,-82.99786,17.7,9,2772420,ISOL_MR,7,3,24,123,LAC MAXI,0,0,1,1,ISOL_MR,DRY TORT,NA,NA,0
58457,1999,5,27,349U,2,24.70703,-82.99786,18.6,9,2772420,ISOL_MR,7,3,24,123,LAC MAXI,38,0.5,1,1,ISOL_MR,DRY TORT,NA,NA,1
58458,1999,5,27,349U,2,24.70703,-82.99786,18.6,9,2772420,ISOL_MR,7,3,24,123,LAC MAXI,50,0.5,1,1,ISOL_MR,DRY TORT,NA,NA,1
